20:16:18: Key.cmd
20:16:20: m
20:16:20: i
20:16:21: Key.enter
20:16:25: h
20:16:26: o
20:16:26: l
20:16:27: a
20:16:27: a
20:16:27: a
20:16:27: a
20:16:27: a
20:16:28: a
20:16:28: a
20:16:28: a
20:16:28: a
20:16:28: a
20:16:28: a
20:16:28: a
20:16:28: a
20:16:29: a
20:16:30: Key.space
20:16:31: :
20:16:32: d
20:16:33: Key.backspace
20:16:34: p
