00:52:10: Key.cmd
00:52:11: a
00:52:11: a
00:52:12: a
00:52:26: i
00:52:26: n
00:52:26: c
00:52:27: r
00:52:27: e
00:52:27: i
00:52:27: b
00:52:28: l
00:52:28: e
00:52:28: s
00:52:28: Key.space
00:52:29: (
00:52:29: )
00:52:31: ?
00:52:31: ?
00:52:42: ?
00:52:42: ?
00:52:43: ?
00:52:43: ?
